Order_ID,Customer_ID,Order_Date,Product_ID,Quantity,Discount,Shipping_Cost,Sales_Channel,Payment_Method,Order_Status,Region
ORD003079,CUST01754,2026-03-02,PROD0014,1,0.05,5.27,Mobile App,Net Banking,Delivered,South
ORD003080,CUST00954,2025-08-19,PROD0095,1,0.3,5.92,In-Store,COD,Delivered,North
ORD003081,CUST00655,2025-08-22,PROD0096,5,0.25,15.7,Online,Debit Card,Delivered,East
ORD003082,CUST00345,2026-05-02,PROD0066,3,0.3,20.75,Online,COD,Returned,East
ORD003083,CUST01259,2026-07-19,PROD0099,4,0.05,10.39,In-Store,UPI,Delivered,North
ORD003084,CUST00874,2025-10-31,PROD0103,6,0.25,6.46,Online,UPI,Delivered,South
ORD003085,CUST00657,2026-03-09,PROD0056,3,0.3,21.68,In-Store,Wallet,Delivered,North
ORD003086,CUST00676,2026-01-13,PROD0033,1,0.25,16.73,Mobile App,Wallet,Delivered,South
ORD003087,CUST00480,2026-03-31,PROD0101,6,0.05,11.2,In-Store,Credit Card,Delivered,East
ORD003088,CUST01969,01-22-2026,PROD0065,4,0.2,12.2,In-Store,UPI,Delivered,East
ORD003089,CUST01056,2026-02-05,PROD0109,3,0.3,5.11,In-Store,Debit Card,Delivered,South
ORD003090,CUST01003,2025-08-24,PROD0061,3,0.3,15.67,In-Store,Credit Card,Returned,East
ORD003091,CUST01363,2025-07-30,PROD0049,1,0.05,8.97,In-Store,Credit Card,Delivered,West
ORD003092,CUST00449,2025-12-13,PROD0070,5,0.2,24.89,In-Store,UPI,Delivered,West
ORD003093,CUST01063,2025-08-10,PROD0107,1,0.05,12.0,Mobile App,Wallet,Delivered,North
ORD003094,CUST01485,2025-07-14,PROD0080,4,0.0,12.15,In-Store,COD,Cancelled,East
ORD003095,CUST01294,2026-02-01,PROD0007,6,0.2,14.15,Online,Net Banking,Delivered,West
ORD003096,CUST00069,2026-02-11,PROD0111,4,0.1,22.92,Mobile App,Wallet,Delivered,South
ORD003097,CUST01444,2026-04-26,PROD0008,1,0.0,20.02,Online,Debit Card,Delivered,East
ORD003098,CUST01508,2025-07-19,PROD0088,2,0.3,11.28,Online,COD,Delivered,South
ORD003099,CUST01846,2025-07-28,PROD0056,6,0.2,17.97,Mobile App,UPI,Delivered,East
ORD003100,CUST01049,2026-03-01,PROD0039,5,0.25,14.66,In-Store,Net Banking,Delivered,West
ORD003101,CUST00599,2026-05-14,PROD0112,3,0.25,12.31,Mobile App,Credit Card,Delivered,East
ORD003102,CUST01860,2026-01-30,PROD0121,5,0.2,4.81,Online,Debit Card,Delivered,East
ORD003103,CUST01561,0000-00-00,PROD0064,6,0.05,11.6,Mobile App,Net Banking,Pending,West
ORD003104,CUST00037,2026-03-24,PROD0003,5,0.3,6.15,Online,Debit Card,Pending,East
ORD003105,CUST00198,2025-07-31,PROD0035,1,0.0,22.87,Online,Credit Card,Delivered,West
ORD003106,CUST00579,2026-01-08,PROD0077,2,0.0,8.39,In-Store,COD,Delivered,South
ORD003107,CUST01106,2026-06-30,PROD0035,5,0.0,23.81,Mobile App,Wallet,Delivered,West
ORD003108,CUST00816,2025-07-28,PROD0009,3,0.2,13.33,Online,Wallet,Delivered,West
ORD003109,CUST01293,2026-01-27,PROD0042,2,0.05,15.79,In-Store,Credit Card,Pending,South
ORD003110,CUST01401,2025-08-31,PROD0113,2,0.3,13.57,In-Store,Net Banking,Cancelled,East
ORD003111,CUST01569,2025-11-03,PROD0043,1,0.0,3.23,Mobile App,Credit Card,Delivered,North
ORD003112,CUST00516,2025-09-28,PROD0024,6,0.05,9.4,Online,COD,Delivered,South
ORD003113,CUST01283,2025-08-09,PROD0057,6,0.0,2.48,Online,Net Banking,Delivered,West
ORD003114,CUST01899,2026-01-18,PROD0085,1,0.25,15.57,Mobile App,Wallet,Pending,South
ORD003115,CUST01016,2026-05-25,PROD0115,1,0.0,11.17,In-Store,Net Banking,Delivered,North
ORD003116,CUST01500,2026-06-28,PROD0120,1,0.15,19.45,In-Store,Wallet,Delivered,South
ORD003117,CUST01673,2025-08-11,PROD0011,3,0.1,5.51,Mobile App,COD,Delivered,East
ORD003118,CUST00992,2025-08-17,PROD0007,4,0.0,4.11,In-Store,UPI,Returned,West
ORD003119,CUST00919,2026-03-17,PROD0060,2,0.15,10.16,Online,Wallet,Returned,West
ORD003120,CUST01343,2025-09-01,PROD0112,5,0.05,23.16,Mobile App,Credit Card,Delivered,West
ORD003121,CUST01325,2025-07-01,PROD0057,4,0.0,17.76,Mobile App,COD,Delivered,East
ORD003122,CUST00001,2025-12-04,PROD0090,4,0.1,10.47,Online,Debit Card,Delivered,West
ORD003123,CUST01949,2026-03-14,PROD0044,1,0.1,12.93,Mobile App,UPI,Delivered,North
ORD003124,CUST01047,2026-06-03,PROD0063,5,0.1,2.11,Mobile App,UPI,Delivered,South
ORD003125,CUST01133,2026-06-23,PROD0110,2,0.0,24.61,In-Store,Net Banking,Delivered,South
ORD003126,CUST01759,2026-02-26,PROD0037,6,0.3,16.66,In-Store,COD,Delivered,West
ORD003127,CUST00037,2025-12-14,PROD0117,5,0.2,7.14,Mobile App,Credit Card,Delivered,South
ORD003128,CUST00336,2025-09-27,PROD0054,4,0.1,14.65,In-Store,UPI,Delivered,East
ORD003129,CUST01514,2026-07-10,PROD0083,5,0.15,2.74,Mobile App,COD,Delivered,East
ORD003130,CUST01655,2026-07-30,PROD0085,6,0.2,24.15,In-Store,COD,Delivered,North
ORD003131,CUST01970,2025-10-12,PROD0009,2,0.3,4.37,Online,Credit Card,Delivered,East
ORD003132,CUST01289,2026-03-27,PROD0059,6,0.2,16.2,Mobile App,Net Banking,Delivered,West
ORD003133,CUST01256,2026-05-10,PROD0099,2,0.05,6.14,Online,Debit Card,Delivered,South
ORD003134,CUST01632,2026-03-27,PROD0052,4,0.05,17.94,Mobile App,Net Banking,Cancelled,South
ORD003135,CUST00210,2025-12-24,PROD0117,4,0.2,19.42,In-Store,UPI,Delivered,South
ORD003136,CUST01997,2025-11-05,PROD0063,4,0.05,16.84,Online,Wallet,Delivered,South
ORD003137,CUST01874,2025-08-28,PROD0077,5,0.3,15.36,In-Store,Credit Card,Delivered,South
ORD003138,CUST00950,2025-11-26,PROD0020,5,0.0,22.31,Mobile App,Debit Card,Delivered,West
ORD003139,CUST00910,2025-10-03,PROD0104,1,0.25,1.97,Mobile App,COD,Pending,South
ORD003140,CUST00093,2026-06-25,PROD0046,1,0.0,8.27,Mobile App,Net Banking,Delivered,West
ORD003141,CUST00741,2026-03-14,PROD0028,5,0.05,6.21,Mobile App,COD,Delivered,West
ORD003142,CUST00495,2025-09-19,PROD0020,2,0.0,24.7,In-Store,Net Banking,Delivered,West
ORD003143,CUST00228,2025-10-05,PROD0079,1,0.1,9.73,Mobile App,COD,Delivered,North
ORD003144,CUST01991,2025-10-17,PROD0061,3,0.05,18.32,Online,UPI,Delivered,South
ORD003145,CUST01072,2026-05-03,PROD0042,4,0.2,17.12,Online,Credit Card,Delivered,East
ORD003146,CUST01623,2025-10-25,PROD0002,6,0.3,5.3,Online,Net Banking,Delivered,West
ORD003147,CUST01796,2026-02-08,PROD0041,6,0.1,5.97,Mobile App,Credit Card,Returned,North
ORD003148,CUST00707,2025-11-14,PROD0093,3,0.25,7.03,Mobile App,COD,Delivered,South
ORD003149,CUST01267,2025-11-24,PROD0073,3,0.2,10.28,In-Store,Credit Card,Delivered,West
ORD003150,CUST00307,2026-03-13,PROD0021,5,0.25,5.86,Online,Wallet,Delivered,West
ORD003151,CUST00022,2026-07-09,PROD0019,3,0.05,0.49,In-Store,Credit Card,Delivered,East
ORD003152,CUST01420,2026-07-15,PROD0056,4,0.25,21.98,Mobile App,Net Banking,Delivered,North
ORD003153,CUST01218,2025-12-11,PROD0087,3,0.3,24.14,Online,Credit Card,Returned,North
ORD003154,CUST00825,2025-09-18,PROD0079,1,0.0,8.54,Mobile App,Wallet,Delivered,East
ORD003155,CUST01831,2026-01-04,PROD0085,3,0.05,8.46,Online,Debit Card,Returned,East
ORD003156,CUST00197,2025-12-11,PROD0039,4,0.05,0.18,Mobile App,Net Banking,Pending,East
ORD003157,CUST01864,2025-11-21,PROD0058,2,0.15,17.01,In-Store,Net Banking,Delivered,South
ORD003158,CUST00086,2025-07-27,PROD0062,1,0.15,20.64,Online,UPI,Delivered,West
ORD003159,CUST00428,2026-05-03,PROD0053,1,0.2,3.67,Online,Wallet,Cancelled,South
ORD003160,CUST00131,2026-03-23,PROD0059,3,0.3,3.99,Online,Credit Card,Delivered,South
ORD003161,CUST01650,2026-03-29,PROD0067,3,0.3,19.75,Mobile App,Net Banking,Delivered,West
ORD003162,CUST00116,2025-09-08,PROD0047,-3,0.0,15.41,Online,Credit Card,Delivered,North
ORD003163,CUST01170,2025-12-12,PROD0013,1,0.05,1.12,Online,Wallet,Delivered,East
ORD003164,CUST00668,2026-06-25,PROD0034,3,0.3,15.56,Mobile App,Net Banking,Delivered,East
ORD003165,CUST01700,2025-11-17,PROD0055,5,0.3,7.72,In-Store,UPI,Delivered,South
ORD003166,CUST00937,2026-03-13,PROD0040,1,0.15,9.22,Mobile App,COD,Delivered,West
ORD003167,CUST00804,2026-01-11,PROD0001,1,0.0,19.24,Mobile App,Wallet,Pending,East
ORD003168,CUST01822,2026-05-17,PROD0117,1,0.0,20.27,Mobile App,Wallet,Delivered,East
ORD003169,CUST00114,2025-07-27,PROD0109,6,0.2,10.01,In-Store,Credit Card,Pending,North
ORD003170,CUST00993,2026-03-19,PROD0069,6,0.25,23.68,Mobile App,Debit Card,Cancelled,West
ORD003171,CUST00463,2026-04-20,PROD0060,2,0.1,10.16,Online,Net Banking,Cancelled,North
ORD003172,CUST00038,2026-06-26,PROD0076,2,0.2,19.3,Online,Credit Card,Delivered,West
ORD003173,CUST00207,2025-11-17,PROD0010,3,0.05,12.1,Mobile App,Net Banking,Delivered,West
ORD003174,CUST01296,2026-05-28,PROD0120,6,0.25,22.44,Mobile App,Credit Card,Cancelled,South
ORD003175,CUST00333,2025-07-04,PROD0032,5,0.1,22.69,In-Store,Net Banking,Returned,North
ORD003176,CUST00542,2025-10-15,PROD0082,2,0.0,2.19,Online,UPI,Delivered,West
ORD003177,CUST00084,2026-04-09,PROD0005,5,0.15,23.41,Online,Wallet,Delivered,East
ORD003178,CUST01772,2026-06-24,PROD0115,5,0.25,20.64,Online,Credit Card,Cancelled,East
ORD003179,CUST00219,2025-10-22,PROD0072,6,0.15,19.78,Mobile App,Credit Card,Pending,West
ORD003180,CUST01803,2026-05-14,PROD0068,6,0.0,5.02,Mobile App,Credit Card,Delivered,North
ORD003181,CUST00931,2025-11-29,PROD0012,4,0.15,20.13,Online,Credit Card,Returned,West
ORD003182,CUST01134,2026-01-03,PROD0047,2,0.2,21.25,In-Store,UPI,Delivered,South
ORD003183,CUST00739,2026-05-21,PROD0078,2,0.25,7.23,Mobile App,UPI,Delivered,North
ORD003184,CUST01643,2025-09-25,PROD0072,3,0.0,23.81,Online,COD,Delivered,West
ORD003185,CUST00803,2026-02-05,PROD0013,5,0.0,1.25,In-Store,COD,Returned,South
ORD003186,CUST01540,2026-01-23,PROD0027,3,0.0,3.75,Online,Credit Card,Delivered,North
ORD003187,CUST01670,2026-05-19,PROD0014,6,0.15,13.44,In-Store,Credit Card,Delivered,East
ORD003188,CUST01533,2026-03-01,PROD0023,3,0.05,14.39,Online,Net Banking,Returned,North
ORD003189,CUST01805,2026-03-05,PROD0022,1,0.2,16.13,In-Store,Net Banking,Delivered,East
ORD003190,CUST01395,2026-06-04,PROD0064,2,0.15,0.42,In-Store,Credit Card,Delivered,East
ORD003191,CUST01288,2026-02-14,PROD0054,4,0.25,24.01,Online,Wallet,Delivered,West
ORD003192,CUST01038,2025-12-22,PROD0115,5,0.0,1.11,Online,Wallet,Delivered,South
ORD003193,CUST00642,2025-12-16,PROD0010,5,0.15,3.58,Mobile App,Wallet,Delivered,North
ORD003194,CUST00515,2026-01-05,PROD0001,5,0.05,0.35,Online,COD,Cancelled,North
ORD003195,CUST00241,2026-06-09,PROD0039,6,0.1,14.17,In-Store,UPI,Delivered,South
ORD003196,CUST00737,2026-03-10,PROD0049,3,0.0,23.31,Mobile App,Credit Card,Delivered,North
ORD003197,CUST00467,2026-01-11,PROD0025,3,0.15,16.65,In-Store,COD,Returned,East
ORD003198,CUST01038,2025-07-04,PROD0009,1,0.0,20.57,Online,Net Banking,Delivered,North
ORD003199,CUST00209,2026-04-20,PROD0040,6,0.1,0.33,Mobile App,UPI,Delivered,East
ORD003200,CUST00075,2025-12-15,PROD0112,2,0.05,13.55,In-Store,Debit Card,Delivered,West
ORD003201,CUST01066,2026-07-07,PROD0067,5,0.1,11.49,Online,COD,Cancelled,East
ORD003202,CUST00048,2026-03-29,PROD0106,4,0.05,12.47,Mobile App,Net Banking,Delivered,North
ORD003203,CUST00045,2025-12-07,PROD0085,4,0.15,,Online,COD,Delivered,East
ORD003204,CUST01718,2025-12-31,PROD0066,1,0.0,17.11,In-Store,Debit Card,Delivered,North
ORD003205,CUST00936,2025-09-29,PROD0024,4,0.0,12.58,Online,Debit Card,Cancelled,South
ORD003206,CUST01330,2026-02-04,PROD0050,3,0.05,19.13,Online,UPI,Delivered,East
ORD003207,CUST01552,2026-02-23,PROD0106,2,0.0,12.13,Mobile App,UPI,Delivered,South
ORD003208,CUST01575,2025-07-27,PROD0040,3,0.25,3.73,In-Store,Credit Card,Delivered,East
ORD003209,CUST01688,2026-05-11,PROD0008,3,0.0,16.21,Mobile App,Credit Card,Delivered,West
ORD003210,CUST01432,2025-09-19,PROD0032,1,0.0,4.31,Online,COD,Delivered,North
ORD003211,CUST00636,2026-05-08,PROD0092,1,0.2,21.81,Online,Wallet,Pending,South
ORD003212,CUST00087,2026-06-23,PROD0053,3,0.0,15.33,Online,Net Banking,Delivered,South
ORD003213,CUST01262,2025-09-24,PROD0025,3,0.25,3.93,Mobile App,Wallet,Delivered,East
ORD003214,CUST01313,2026-01-05,PROD0062,5,0.0,24.06,In-Store,COD,Delivered,East
ORD003215,CUST01055,2026-05-15,PROD0109,3,0.15,12.96,Mobile App,Wallet,Returned,East
ORD003216,CUST01583,2026-02-09,PROD0059,2,0.2,1.82,Online,Debit Card,Delivered,North
ORD003217,CUST01911,2025-08-10,PROD0090,6,0.05,15.67,Mobile App,COD,Delivered,South
ORD003218,CUST01048,2026-05-25,PROD0028,3,0.1,6.33,In-Store,UPI,Delivered,East
ORD003219,CUST00474,2026-07-22,PROD0080,3,0.3,20.09,In-Store,Net Banking,Pending,South
ORD003220,CUST01412,2026-01-02,PROD0032,3,0.05,20.45,In-Store,Debit Card,Pending,East
ORD003221,CUST01741,2025-08-02,PROD0003,6,0.2,24.47,In-Store,Net Banking,Delivered,South
ORD003222,CUST00851,2026-07-19,PROD0115,1,0.25,12.55,Online,Credit Card,Delivered,North
ORD003223,CUST00430,2025-07-20,PROD0075,1,0.0,11.37,In-Store,UPI,Delivered,North
ORD003224,CUST01867,2026-01-30,PROD0034,2,0.0,18.84,Online,UPI,Pending,South
ORD003225,CUST00541,2026-01-26,PROD0041,6,0.0,3.31,Online,COD,Delivered,North
ORD003226,CUST01012,2025-11-14,PROD0071,5,0.3,13.67,Mobile App,Credit Card,Delivered,North
ORD003227,CUST00866,2026-06-13,PROD0069,3,0.0,13.66,In-Store,Debit Card,Delivered,South
ORD003228,CUST01394,2026-06-27,PROD0006,2,0.1,2.24,Online,Debit Card,Delivered,South
ORD003229,CUST00411,2025-08-14,PROD0091,3,0.25,10.45,Mobile App,Credit Card,Delivered,East
ORD003230,CUST00332,2025-12-21,PROD0081,5,0.2,21.33,In-Store,Credit Card,Returned,South
ORD003231,CUST01254,2025-12-16,PROD0098,1,0.05,,Mobile App,Net Banking,Delivered,North
ORD003232,CUST01922,2026-05-04,PROD0073,1,0.3,2.48,In-Store,Net Banking,Delivered,South
ORD003233,CUST01286,2026-06-07,PROD0073,1,0.0,2.27,In-Store,Net Banking,Pending,West
ORD003234,CUST01357,2025-11-17,PROD0002,2,0.0,6.57,Online,Debit Card,Delivered,East
ORD003235,CUST01841,2025-12-20,PROD0119,3,0.2,21.87,In-Store,Debit Card,Delivered,South
ORD003236,CUST00890,2025-09-23,PROD0065,1,0.2,3.22,In-Store,Net Banking,Delivered,East
ORD003237,CUST01375,2025-10-17,PROD0089,4,0.0,18.0,In-Store,UPI,Returned,North
ORD003238,CUST01915,2025-12-04,PROD0052,3,0.05,2.53,Mobile App,UPI,Delivered,East
ORD003239,CUST01358,2026-07-19,PROD0006,1,0.25,15.58,Online,Wallet,Delivered,South
ORD003240,CUST01564,2026-02-22,PROD0043,4,0.3,8.9,Mobile App,COD,Delivered,South
ORD003241,CUST00537,2025-12-17,PROD0073,3,0.0,19.72,In-Store,UPI,Delivered,North
ORD003242,CUST01985,2025-09-25,PROD0098,5,0.2,5.84,Online,Net Banking,Returned,North
ORD003243,CUST01635,2026-04-09,PROD0039,3,0.0,15.98,Mobile App,Credit Card,Delivered,East
ORD003244,CUST00982,2025-07-31,PROD0081,1,0.05,5.89,In-Store,Wallet,Delivered,West
ORD003245,CUST00844,2025-10-21,PROD0039,3,0.0,17.84,In-Store,Debit Card,Delivered,East
ORD003246,CUST00434,2026-06-18,PROD0077,5,0.0,21.84,Mobile App,COD,Delivered,East
ORD003247,CUST01289,2025-09-03,PROD0036,5,0.25,3.17,Online,UPI,Delivered,West
ORD003248,CUST00363,2026-03-28,PROD0003,6,0.2,21.66,Mobile App,Credit Card,Delivered,North
ORD003249,CUST01597,2025-09-23,PROD0099,4,0.1,14.84,Mobile App,Credit Card,Delivered,West
ORD003250,CUST00032,2025-07-01,PROD0078,5,0.25,3.18,In-Store,Wallet,Delivered,North
ORD003251,CUST00483,2026-06-17,PROD0016,1,0.15,10.69,In-Store,Credit Card,Delivered,East
ORD003252,CUST00632,2025-10-13,PROD0115,5,0.3,4.02,Mobile App,Debit Card,Delivered,West
ORD003253,CUST01009,2025-12-24,PROD0018,2,0.05,17.51,Online,Wallet,Delivered,South
ORD003254,CUST00784,2025-10-31,PROD0074,1,0.0,18.97,In-Store,UPI,Delivered,East
ORD003255,CUST01219,2025-08-04,PROD0054,2,0.0,2.64,Mobile App,Debit Card,Delivered,East
ORD003256,CUST01810,2025-09-19,PROD0028,6,0.0,12.65,Online,Net Banking,Returned,North
ORD003257,CUST00729,2025-10-14,PROD0106,6,0.0,20.37,In-Store,Wallet,Delivered,West
ORD003258,CUST01446,2026-02-07,PROD0026,2,0.2,23.4,In-Store,Credit Card,Delivered,East
ORD003259,CUST01806,2025-12-14,PROD0042,5,0.0,12.84,Mobile App,Debit Card,Cancelled,East
ORD003260,CUST01221,2026-07-07,PROD0109,6,0.05,23.76,In-Store,UPI,Pending,West
ORD003261,CUST01245,2025-12-09,PROD0064,6,0.0,13.39,Online,Wallet,Delivered,North
ORD003262,CUST00084,2026-02-07,PROD0020,2,0.0,9.85,In-Store,UPI,Pending,South
ORD003263,CUST00404,2025-07-05,PROD0019,4,0.0,21.21,In-Store,Wallet,Delivered,South
ORD003264,CUST00257,2026-05-30,PROD0049,1,0.0,12.32,Mobile App,Wallet,Delivered,West
ORD003265,CUST00832,2025-11-30,PROD0122,2,0.0,11.8,In-Store,Wallet,Delivered,East
ORD003266,CUST00888,2025-10-12,PROD0062,4,0.25,12.26,Mobile App,UPI,Delivered,South
ORD003267,CUST00183,2026-01-14,PROD0089,4,0.0,21.17,Online,Debit Card,Delivered,West
ORD003268,CUST01663,2026-05-11,PROD0013,6,0.3,20.8,In-Store,Credit Card,Delivered,West
ORD003269,CUST01755,2026-06-07,PROD0078,1,0.2,10.09,In-Store,Net Banking,Delivered,East
ORD003270,CUST01514,2025-08-31,PROD0006,4,0.0,8.33,Online,Net Banking,Delivered,East
ORD003271,CUST01722,2026-06-19,PROD0021,1,0.3,12.3,Mobile App,COD,Delivered,West
ORD003272,CUST01378,2025-08-06,PROD0120,1,0.2,14.32,In-Store,Net Banking,Delivered,South
ORD003273,CUST01034,2025-09-19,PROD0043,4,0.0,5.96,Online,COD,Delivered,South
ORD003274,CUST01676,2025-07-29,PROD0094,2,0.25,19.85,Mobile App,Credit Card,Delivered,North
ORD003275,CUST01789,2025-09-09,PROD0068,1,0.0,12.16,Mobile App,UPI,Delivered,East
ORD003276,CUST00316,2026-06-25,PROD0122,1,0.0,8.35,Online,COD,Delivered,South
ORD003277,CUST00460,2025-07-24,PROD0074,2,0.3,2.67,Mobile App,Net Banking,Delivered,North
ORD003278,CUST00962,2025-08-24,PROD0118,2,0.25,5.97,Online,Net Banking,Cancelled,West
ORD003279,CUST01930,2026-05-05,PROD0069,5,0.2,23.73,Online,Debit Card,Delivered,East
ORD003280,CUST00624,2025-10-02,PROD0033,4,0.2,7.63,Mobile App,UPI,Cancelled,West
ORD003281,CUST00048,2025-12-21,PROD0049,2,0.2,4.22,Mobile App,Credit Card,Delivered,East
ORD003282,CUST00355,2026-04-16,PROD0108,1,0.25,11.52,Mobile App,Net Banking,Delivered,South
ORD003283,CUST00594,2025-07-06,PROD0115,5,0.05,7.68,Online,Net Banking,Delivered,North
ORD003284,CUST00511,2026-07-22,PROD0115,6,0.25,0.88,Online,Credit Card,Delivered,North
ORD003285,CUST00579,2026-02-18,PROD0037,3,0.15,8.08,Online,Debit Card,Delivered,South
ORD003286,CUST00576,2026-04-19,PROD0122,6,0.0,13.6,Mobile App,UPI,Delivered,North
ORD003287,CUST00560,2026-01-26,PROD0107,4,0.2,13.79,Online,Net Banking,Delivered,East
ORD003288,CUST01037,2025-08-28,PROD0014,6,0.05,8.91,Online,COD,Delivered,East
ORD003289,CUST01899,2026-03-05,PROD0021,3,0.05,11.18,Online,COD,Cancelled,East
ORD003290,CUST01631,2026-05-04,PROD0069,6,0.15,24.14,Online,Net Banking,Delivered,West
ORD003291,CUST01613,2025-10-28,PROD0100,5,0.0,9.43,In-Store,Wallet,Delivered,East
ORD003292,CUST00206,2026-03-03,PROD0100,2,0.0,6.46,Online,Debit Card,Cancelled,North
ORD003293,CUST01129,2025-12-21,PROD0048,6,0.0,6.09,Mobile App,Credit Card,Returned,North
ORD003294,CUST00692,2025-08-18,PROD0082,1,0.15,11.44,Mobile App,COD,Delivered,North
ORD003295,CUST00690,2025-08-19,PROD0055,1,0.0,18.99,Online,Credit Card,Delivered,West
ORD003296,CUST00949,2026-01-19,PROD0068,4,0.3,5.15,Mobile App,Net Banking,Delivered,West
ORD003297,CUST01261,2026-03-20,PROD0026,4,0.3,17.73,Mobile App,Debit Card,Delivered,West
ORD003298,CUST00004,2026-07-18,PROD0081,1,0.1,0.53,Mobile App,Credit Card,Delivered,South
ORD003299,CUST00354,2025-08-18,PROD0040,6,0.1,10.47,Mobile App,Credit Card,Cancelled,East
ORD003300,CUST00952,2026-07-13,PROD0069,3,0.1,19.4,Mobile App,Net Banking,Delivered,East
ORD003301,CUST01905,2026-04-15,PROD0012,3,0.0,8.47,Mobile App,COD,Delivered,South
ORD003302,CUST00183,2025-11-04,PROD0086,1,0.0,14.09,Online,Debit Card,Delivered,South
ORD003303,CUST00793,2025-07-14,PROD0090,4,0.0,5.12,Online,COD,Delivered,West
ORD003304,CUST00278,2026-04-11,PROD0102,4,0.3,18.55,Mobile App,Credit Card,Returned,West
ORD003305,CUST01095,2025-09-03,PROD0050,5,0.0,1.31,Mobile App,COD,Delivered,South
ORD003306,CUST01743,2025-11-21,PROD0119,3,0.15,21.31,In-Store,COD,Delivered,South
ORD003307,CUST00827,2025-08-12,PROD0020,5,0.05,4.95,Online,Wallet,Pending,North
ORD003308,CUST00978,01-25-2026,PROD0095,6,0.1,21.86,Mobile App,Debit Card,Returned,North
ORD003309,CUST01688,0000-00-00,PROD0068,4,0.2,8.81,In-Store,Debit Card,Cancelled,South
ORD003310,CUST01052,2025-08-21,PROD0121,3,0.05,18.07,In-Store,Wallet,Delivered,North
ORD003311,CUST01647,2025-12-04,PROD0021,3,0.0,7.98,In-Store,UPI,Delivered,East
ORD003312,CUST00799,2026-01-13,PROD0054,6,0.2,22.65,In-Store,Credit Card,Delivered,North
ORD003313,CUST01070,2025-08-12,PROD0089,2,0.25,,Mobile App,Credit Card,Delivered,South
ORD003314,CUST01811,2026-07-27,PROD0053,4,0.0,4.46,Online,UPI,Delivered,East
ORD003315,CUST01876,2025-09-09,PROD0109,4,0.0,12.33,Online,Debit Card,Delivered,East
ORD003316,CUST01557,2026-04-01,PROD0086,5,0.3,2.05,Mobile App,Wallet,Delivered,South
ORD003317,CUST01235,07-20-2026,PROD0112,3,0.0,4.9,Mobile App,COD,Delivered,South
ORD003318,CUST00493,2025-09-05,PROD0029,1,0.0,23.59,Mobile App,Net Banking,Delivered,South
ORD003319,CUST01792,2025-07-05,PROD0054,0,0.25,24.41,In-Store,Net Banking,Delivered,North
ORD003320,CUST00001,2025-08-24,PROD0019,1,0.2,9.41,In-Store,COD,Delivered,North
ORD003321,CUST00293,2026-06-10,PROD0088,5,0.15,23.08,In-Store,Wallet,Delivered,North
ORD003322,CUST01563,2025-11-16,PROD0074,4,0.0,13.62,Online,Net Banking,Delivered,West
ORD003323,CUST01863,2025-11-14,PROD0122,5,0.0,6.74,In-Store,Credit Card,Delivered,South
ORD003324,CUST01453,2026-01-16,PROD0059,6,0.0,17.56,In-Store,Debit Card,Delivered,East
ORD003325,CUST00558,2026-06-10,PROD0091,6,0.0,16.47,Mobile App,Wallet,Delivered,North
ORD003326,CUST00336,2026-06-09,PROD0102,1,0.1,24.73,In-Store,COD,Delivered,North
ORD003327,CUST00881,2026-03-31,PROD0021,4,0.15,6.63,In-Store,UPI,Cancelled,North
ORD003328,CUST01682,2026-04-05,PROD0118,6,0.3,16.8,In-Store,COD,Delivered,East
ORD003329,CUST00128,2025-07-13,PROD0057,5,0.05,1.3,In-Store,Wallet,Delivered,South
ORD003330,CUST00434,2025-07-12,PROD0071,3,0.3,2.84,Mobile App,Debit Card,Delivered,North
ORD003331,CUST01408,12-07-2025,PROD0094,4,0.25,0.1,Online,UPI,Cancelled,South
ORD003332,CUST01028,2025-10-19,PROD0085,2,0.05,24.99,Mobile App,Credit Card,Delivered,East
ORD003333,CUST00366,2025-11-29,PROD0107,6,0.05,20.06,Online,Wallet,Pending,North
ORD003334,CUST00944,2026-05-01,PROD0103,5,0.2,19.67,Mobile App,Wallet,Delivered,West
ORD003335,CUST01688,2026-04-16,PROD0119,5,0.3,12.74,In-Store,COD,Delivered,North
ORD003336,CUST00442,02-24-2026,PROD0092,5,0.0,7.5,In-Store,COD,Delivered,South
ORD003337,CUST01488,2025-12-11,PROD0081,4,0.0,3.78,Mobile App,Credit Card,Delivered,North
ORD003338,CUST00050,2025-12-25,PROD0103,5,0.15,7.12,Online,UPI,Delivered,North
ORD003339,CUST00767,2025-12-24,PROD0094,4,0.0,9.4,In-Store,Debit Card,Delivered,West
ORD003340,CUST01108,2025-09-18,PROD0073,2,0.0,18.91,Online,Net Banking,Delivered,North
ORD003341,CUST01452,2025-12-12,PROD0051,1,0.05,13.49,Mobile App,Wallet,Delivered,West
ORD003342,CUST01245,10-03-2025,PROD0025,2,0.1,1.94,Online,Debit Card,Delivered,West
ORD003343,CUST00795,2026-01-04,PROD0111,4,0.1,0.45,Mobile App,UPI,Delivered,South
ORD003344,CUST01151,2025-11-19,PROD0078,3,0.0,2.56,Mobile App,Net Banking,Delivered,West
ORD003345,CUST01085,2026-02-11,PROD0044,6,0.2,10.26,Mobile App,Wallet,Delivered,East
ORD003346,CUST00919,2026-01-18,PROD0073,3,0.0,23.33,Online,UPI,Delivered,South
ORD003347,CUST00296,2026-05-31,PROD0024,5,0.0,15.94,Mobile App,Net Banking,Delivered,South
